"정본CSV행번호","우선순위","업소명","시도","시군구","소재지도로명주소","할인정보","적용대상","이용조건","인증방법","기존출처유형","기존출처URL","기존최근확인일","재확인기준","검증결과","새출처유형","새출처URL","새최근확인일","제안혜택상태","정본반영여부","검토메모"
"314","P1","뜨란헤어","경기도","안양시","경기도 안양시 동안구경수대로980(비산동)","컷트 2,000원 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-21~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"315","P1","머리쟁이","경기도","안양시","경기도 안양시 동안구관악대로106번길77- 0(비산동)","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-02~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"316","P1","청주이발소","경기도","안양시","경기도 안양시 동안구관평로138번길53상가동동203호(평촌동, 초원부영아파트)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-05~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"317","P1","펜스바버샵","경기도","안양시","경기도 안양시 동안구시민대로230(관양동)","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-11~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"318","P1","효재헤어","경기도","안양시","경기도 안양시 동안구관양로247- 9(관양동)","서비스 이용료의 20% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-05~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"319","P1","구운몽","경기도","안양시","경기도 안양시 동안구시민대로167105동1호(비산동, 안양벤처텔)","-베이커리 -서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-03~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"320","P1","국민낙곱새(안양점)","경기도","안양시","경기도 안양시 만안구안양로257- 271층 (안양동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-15~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"321","P1","국민낙곱새(평촌점)","경기도","안양시","경기도 안양시 동안구흥안대로457- 27(관양동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-15~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"322","P1","성신양꼬치","경기도","안양시","경기도 안양시 동안구흥안대로493- 161층 (관양동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-21~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"323","P1","옥천냉면","경기도","안양시","경기도 안양시 동안구관악대로374번길9- 211층 (관양동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-12~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"324","P1","외할머니소머리국밥","경기도","안양시","경기도 안양시 동안구안양판교로14- 1(관양동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-21~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"325","P1","이엔(주)양파백세탕","경기도","안양시","경기도 안양시 동안구동편로20번길16109호(관양동, 신안시티)","칼국수 1인분(3000원 상당) 서비스","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-08-21~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"326","P1","한제소곱창전골 안양일번가점","경기도","안양시","경기도 안양시 만안구장내로139- 01층 (안양동)","서비스이용료의 5%할인(주류제외)","동원훈련이수자, 모범예비군, 복무중인 현역병, 사회복무요원, 전문산업기능요원, 병역명문가","없음 | 혜택기간: 2024-02-13~","동원훈련이수증, 모범예비군증, 복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"327","P1","황기순손칼국수&왕돈까스","경기도","안양시","경기도 안양시 동안구인덕원로13(관양동)","서비스 이용료의 20% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-11~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"328","P1","레스트앤드","경기도","안양시","경기도 안양시 동안구평촌대로419- 7(비산동)","서비스 이용료의 10% 할인 주류 5만원 이상 구매시 마른안주 서비스제공","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-21~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"329","P1","안다미로","경기도","안양시","경기도 안양시 동안구평촌대로440(비산동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-02~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"330","P1","오로라케이크&쿠키","경기도","안양시","경기도 안양시 동안구동편로1461층 (관양동)","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-03~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"331","P1","카페 두둥실","경기도","안양시","경기도 안양시 동안구시민대로187102호(비산동, 안양건설타워)","무료 사이즈업","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-09-19~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"332","P1","카페카린","경기도","안양시","경기도 안양시 동안구관악대로2721층 (비산동)","서비스 이용료의 5% 할인(음료만 해당)","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-07-11~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"333","P1","켄커피","경기도","안양시","경기도 안양시 만안구안양로110105호1층 (안양동)","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-05~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"334","P1","켄커피(본점)","경기도","안양시","경기도 안양시 만안구예술공원로164- 1(안양동)","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-05~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
"335","P1","콩고커피","경기도","안양시","경기도 안양시 동안구관평로182- 171층 (관양동)","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-05~","동원훈련이수증,모범예비군증,복무확인서 등","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","현재 공식 근거에서 혜택·적용대상·조건이 유지되는지 확인","미검토","","","","","아니오",""
